SKU,Vendor,Order quantity,Cost per unit,Order date,Expected delivery,Actual delivery,Lead time
SKU-SHI-0036,WestCo Garments,40,998,2025-02-02,2025-03-02,2025-03-04,30
SKU-CRO-0042,KnitCraft Studio,52,653,2025-02-02,2025-03-22,2025-03-22,48
SKU-PAN-0047,WestCo Garments,40,959,2025-02-02,2025-03-10,2025-03-11,37
SKU-SHI-0052,StitchWorks India,40,1141,2025-02-02,2025-03-22,2025-03-23,49
SKU-JAC-0053,Apex Fashions,40,1660,2025-02-02,2025-03-28,2025-03-28,54
SKU-PAN-0002,Apex Fashions,203,982,2025-02-09,2025-04-01,2025-04-04,54
SKU-CRO-0007,Apex Fashions,80,818,2025-02-09,2025-04-01,2025-04-01,51
SKU-TSH-0012,UrbanWeave Co.,54,715,2025-02-09,2025-03-14,2025-03-19,38
SKU-SHI-0017,UrbanWeave Co.,72,842,2025-02-09,2025-03-24,2025-03-24,43
SKU-PAN-0021,Apex Fashions,40,1216,2025-02-09,2025-03-18,2025-03-20,39
SKU-SHO-0023,WestCo Garments,44,668,2025-02-09,2025-03-27,2025-04-01,51
SKU-SHI-0024,KnitCraft Studio,45,854,2025-02-09,2025-04-03,2025-04-08,58
SKU-JAC-0025,StitchWorks India,55,1639,2025-02-09,2025-03-12,2025-03-15,34
SKU-TSH-0032,WestCo Garments,60,627,2025-02-09,2025-03-29,2025-03-31,50
SKU-SHO-0040,WestCo Garments,50,711,2025-02-09,2025-04-01,2025-04-04,54
SKU-SHI-0045,UrbanWeave Co.,40,896,2025-02-09,2025-03-12,2025-03-17,36
SKU-CRO-0048,Apex Fashions,50,736,2025-02-09,2025-03-16,2025-03-17,36
SKU-SHI-0003,KnitCraft Studio,139,1004,2025-02-16,2025-03-18,2025-03-18,30
SKU-PAN-0022,KnitCraft Studio,48,1076,2025-02-16,2025-03-18,2025-03-19,31
SKU-CRO-0043,WestCo Garments,40,677,2025-02-16,2025-04-09,2025-04-09,52
SKU-JAC-0044,StitchWorks India,53,1860,2025-02-16,2025-04-01,2025-04-02,45
SKU-TSH-0004,StitchWorks India,97,539,2025-02-23,2025-04-14,2025-04-17,53
SKU-SHI-0006,KnitCraft Studio,64,1097,2025-02-23,2025-04-01,2025-04-04,40
SKU-PAN-0008,StitchWorks India,82,1152,2025-02-23,2025-03-31,2025-04-02,38
SKU-PAN-0009,KnitCraft Studio,68,1008,2025-02-23,2025-04-09,2025-04-14,50
SKU-TSH-0010,WestCo Garments,72,782,2025-02-23,2025-04-18,2025-04-21,57
SKU-SHO-0011,WestCo Garments,40,761,2025-02-23,2025-03-25,2025-03-25,30
SKU-PAN-0016,KnitCraft Studio,61,970,2025-02-23,2025-03-28,2025-03-29,34
SKU-PAN-0018,Apex Fashions,49,1176,2025-02-23,2025-04-10,2025-04-12,48
SKU-PAN-0026,WestCo Garments,40,1332,2025-02-23,2025-03-26,2025-03-28,33
SKU-CRO-0030,WestCo Garments,40,621,2025-02-23,2025-04-07,2025-04-09,45
SKU-CRO-0037,StitchWorks India,62,657,2025-02-23,2025-03-24,2025-03-24,29
SKU-CRO-0038,WestCo Garments,40,1060,2025-02-23,2025-04-13,2025-04-14,50
SKU-SHO-0039,UrbanWeave Co.,40,809,2025-02-23,2025-04-02,2025-04-03,39
SKU-SHI-0051,StitchWorks India,50,928,2025-02-23,2025-04-19,2025-04-20,56
SKU-SHI-0054,KnitCraft Studio,40,963,2025-02-23,2025-03-24,2025-03-26,31
SKU-SHI-0001,UrbanWeave Co.,347,705,2025-03-02,2025-04-23,2025-04-28,57
SKU-CRO-0005,StitchWorks India,67,846,2025-03-02,2025-04-27,2025-04-30,59
SKU-SHI-0013,UrbanWeave Co.,76,1227,2025-03-02,2025-04-20,2025-04-23,52
SKU-CRO-0014,Apex Fashions,47,756,2025-03-02,2025-04-10,2025-04-10,39
SKU-SHI-0015,Apex Fashions,64,940,2025-03-02,2025-04-20,2025-04-25,54
SKU-CRO-0019,StitchWorks India,60,726,2025-03-02,2025-04-09,2025-04-11,40
SKU-PAN-0020,WestCo Garments,68,1163,2025-03-02,2025-04-21,2025-04-26,55
SKU-JAC-0027,StitchWorks India,61,1871,2025-03-02,2025-04-06,2025-04-11,40
SKU-PAN-0028,Apex Fashions,53,1317,2025-03-02,2025-04-09,2025-04-14,43
SKU-TSH-0029,KnitCraft Studio,62,701,2025-03-02,2025-04-16,2025-04-18,47
SKU-JAC-0031,WestCo Garments,40,1800,2025-03-02,2025-04-25,2025-04-25,54
SKU-SHO-0033,KnitCraft Studio,40,758,2025-03-02,2025-04-20,2025-04-25,54
SKU-PAN-0034,UrbanWeave Co.,40,1051,2025-03-02,2025-04-26,2025-04-26,55
SKU-CRO-0035,Apex Fashions,40,721,2025-03-02,2025-04-20,2025-04-20,49
SKU-SHI-0036,WestCo Garments,60,998,2025-03-02,2025-04-27,2025-04-27,56
SKU-CRO-0042,KnitCraft Studio,40,653,2025-03-02,2025-04-18,2025-04-18,47
SKU-SHI-0052,StitchWorks India,40,1141,2025-03-02,2025-04-09,2025-04-10,39
SKU-JAC-0053,Apex Fashions,40,1660,2025-03-02,2025-04-21,2025-04-23,52
SKU-PAN-0002,Apex Fashions,176,982,2025-03-09,2025-04-08,2025-04-13,35
SKU-CRO-0007,Apex Fashions,52,818,2025-03-09,2025-04-11,2025-04-11,33
SKU-TSH-0012,UrbanWeave Co.,46,715,2025-03-09,2025-04-12,2025-04-12,34
SKU-SHI-0017,UrbanWeave Co.,40,842,2025-03-09,2025-04-23,2025-04-25,47
SKU-PAN-0021,Apex Fashions,71,1216,2025-03-09,2025-04-25,2025-04-27,49
SKU-SHO-0023,WestCo Garments,50,668,2025-03-09,2025-04-25,2025-04-28,50
SKU-SHI-0024,KnitCraft Studio,52,854,2025-03-09,2025-04-17,2025-04-17,39
SKU-JAC-0025,StitchWorks India,54,1639,2025-03-09,2025-04-28,2025-04-28,50
SKU-TSH-0032,WestCo Garments,46,627,2025-03-09,2025-04-13,2025-04-16,38
SKU-SHO-0040,WestCo Garments,40,711,2025-03-09,2025-05-01,2025-05-01,53
SKU-SHI-0045,UrbanWeave Co.,40,896,2025-03-09,2025-04-26,2025-04-26,48
SKU-CRO-0048,Apex Fashions,40,736,2025-03-09,2025-04-18,2025-04-20,42
SKU-SHI-0003,KnitCraft Studio,144,1004,2025-03-16,2025-04-30,2025-05-01,46
SKU-PAN-0022,KnitCraft Studio,47,1076,2025-03-16,2025-04-26,2025-04-26,41
SKU-CRO-0043,WestCo Garments,40,677,2025-03-16,2025-04-22,2025-04-22,37
SKU-JAC-0044,StitchWorks India,50,1860,2025-03-16,2025-04-26,2025-05-01,46
SKU-TSH-0004,StitchWorks India,118,539,2025-03-23,2025-04-22,2025-04-25,33
SKU-SHI-0006,KnitCraft Studio,92,1097,2025-03-23,2025-05-10,2025-05-10,48
SKU-PAN-0008,StitchWorks India,88,1152,2025-03-23,2025-05-12,2025-05-17,55
SKU-PAN-0009,KnitCraft Studio,76,1008,2025-03-23,2025-05-15,2025-05-17,55
SKU-TSH-0010,WestCo Garments,60,782,2025-03-23,2025-04-28,2025-04-28,36
SKU-SHO-0011,WestCo Garments,40,761,2025-03-23,2025-05-11,2025-05-11,49
SKU-PAN-0016,KnitCraft Studio,76,970,2025-03-23,2025-04-26,2025-04-26,34
SKU-PAN-0018,Apex Fashions,78,1176,2025-03-23,2025-04-30,2025-04-30,38
SKU-PAN-0026,WestCo Garments,40,1332,2025-03-23,2025-04-25,2025-04-25,33
SKU-CRO-0030,WestCo Garments,52,621,2025-03-23,2025-04-21,2025-04-22,30
SKU-CRO-0037,StitchWorks India,56,657,2025-03-23,2025-05-16,2025-05-18,56
SKU-CRO-0038,WestCo Garments,40,1060,2025-03-23,2025-05-16,2025-05-16,54
SKU-SHO-0039,UrbanWeave Co.,47,809,2025-03-23,2025-05-14,2025-05-16,54
SKU-PAN-0047,WestCo Garments,53,959,2025-03-23,2025-05-04,2025-05-07,45
SKU-SHI-0051,StitchWorks India,48,928,2025-03-23,2025-04-27,2025-04-27,35
SKU-SHI-0054,KnitCraft Studio,52,963,2025-03-23,2025-05-04,2025-05-05,43
SKU-SHI-0001,UrbanWeave Co.,447,705,2025-03-30,2025-05-19,2025-05-24,55
SKU-CRO-0005,StitchWorks India,100,846,2025-03-30,2025-05-23,2025-05-26,57
SKU-SHI-0013,UrbanWeave Co.,40,1227,2025-03-30,2025-05-02,2025-05-05,36
SKU-CRO-0014,Apex Fashions,74,756,2025-03-30,2025-05-21,2025-05-21,52
SKU-SHI-0015,Apex Fashions,44,940,2025-03-30,2025-05-05,2025-05-08,39
SKU-CRO-0019,StitchWorks India,70,726,2025-03-30,2025-05-10,2025-05-13,44
SKU-PAN-0020,WestCo Garments,45,1163,2025-03-30,2025-05-09,2025-05-12,43
SKU-JAC-0027,StitchWorks India,65,1871,2025-03-30,2025-05-14,2025-05-16,47
SKU-PAN-0028,Apex Fashions,50,1317,2025-03-30,2025-05-18,2025-05-20,51
SKU-TSH-0029,KnitCraft Studio,42,701,2025-03-30,2025-05-06,2025-05-06,37
SKU-JAC-0031,WestCo Garments,58,1800,2025-03-30,2025-05-23,2025-05-26,57
SKU-SHO-0033,KnitCraft Studio,40,758,2025-03-30,2025-05-15,2025-05-15,46
SKU-PAN-0034,UrbanWeave Co.,64,1051,2025-03-30,2025-05-04,2025-05-05,36
SKU-CRO-0035,Apex Fashions,44,721,2025-03-30,2025-05-15,2025-05-18,49
SKU-SHI-0036,WestCo Garments,40,998,2025-03-30,2025-05-12,2025-05-12,43
SKU-CRO-0042,KnitCraft Studio,42,653,2025-03-30,2025-05-15,2025-05-17,48
SKU-SHI-0052,StitchWorks India,40,1141,2025-03-30,2025-05-13,2025-05-16,47
SKU-JAC-0053,Apex Fashions,60,1660,2025-03-30,2025-05-10,2025-05-10,41
SKU-PAN-0002,Apex Fashions,253,982,2025-04-06,2025-05-04,2025-05-05,29
SKU-CRO-0007,Apex Fashions,107,818,2025-04-06,2025-05-21,2025-05-22,46
SKU-TSH-0012,UrbanWeave Co.,40,715,2025-04-06,2025-05-07,2025-05-07,31
SKU-SHI-0017,UrbanWeave Co.,51,842,2025-04-06,2025-05-26,2025-05-28,52
SKU-PAN-0021,Apex Fashions,46,1216,2025-04-06,2025-05-25,2025-05-27,51
SKU-SHO-0023,WestCo Garments,58,668,2025-04-06,2025-05-16,2025-05-16,40
SKU-SHI-0024,KnitCraft Studio,56,854,2025-04-06,2025-05-10,2025-05-11,35
SKU-JAC-0025,StitchWorks India,40,1639,2025-04-06,2025-05-12,2025-05-14,38
SKU-TSH-0032,WestCo Garments,72,627,2025-04-06,2025-05-05,2025-05-05,29
SKU-SHO-0040,WestCo Garments,40,711,2025-04-06,2025-05-07,2025-05-07,31
SKU-SHI-0045,UrbanWeave Co.,50,896,2025-04-06,2025-05-26,2025-05-28,52
SKU-CRO-0048,Apex Fashions,60,736,2025-04-06,2025-06-01,2025-06-04,59
SKU-SHI-0003,KnitCraft Studio,189,1004,2025-04-13,2025-06-08,2025-06-13,61
SKU-PAN-0022,KnitCraft Studio,40,1076,2025-04-13,2025-05-19,2025-05-20,37
SKU-CRO-0043,WestCo Garments,49,677,2025-04-13,2025-05-13,2025-05-13,30
SKU-JAC-0044,StitchWorks India,40,1860,2025-04-13,2025-05-11,2025-05-12,29
SKU-TSH-0004,StitchWorks India,122,539,2025-04-20,2025-06-04,2025-06-07,48
SKU-SHI-0006,KnitCraft Studio,116,1097,2025-04-20,2025-06-01,2025-06-01,42
SKU-PAN-0008,StitchWorks India,59,1152,2025-04-20,2025-06-11,2025-06-12,53
SKU-PAN-0009,KnitCraft Studio,48,1008,2025-04-20,2025-05-19,2025-05-21,31
SKU-TSH-0010,WestCo Garments,58,782,2025-04-20,2025-05-27,2025-05-28,38
SKU-SHO-0011,WestCo Garments,42,761,2025-04-20,2025-05-21,2025-05-24,34
SKU-PAN-0016,KnitCraft Studio,40,970,2025-04-20,2025-06-01,2025-06-01,42
SKU-PAN-0018,Apex Fashions,60,1176,2025-04-20,2025-06-03,2025-06-08,49
SKU-PAN-0026,WestCo Garments,70,1332,2025-04-20,2025-05-27,2025-05-29,39
SKU-CRO-0030,WestCo Garments,40,621,2025-04-20,2025-06-02,2025-06-04,45
SKU-CRO-0037,StitchWorks India,40,657,2025-04-20,2025-05-18,2025-05-18,28
SKU-CRO-0038,WestCo Garments,48,1060,2025-04-20,2025-06-03,2025-06-04,45
SKU-SHO-0039,UrbanWeave Co.,42,809,2025-04-20,2025-06-01,2025-06-04,45
SKU-JAC-0046,StitchWorks India,40,1896,2025-04-20,2025-06-04,2025-06-07,48
SKU-PAN-0047,WestCo Garments,40,959,2025-04-20,2025-06-04,2025-06-04,45
SKU-SHI-0051,StitchWorks India,60,928,2025-04-20,2025-06-05,2025-06-05,46
SKU-SHI-0054,KnitCraft Studio,53,963,2025-04-20,2025-06-08,2025-06-08,49
SKU-SHI-0001,UrbanWeave Co.,399,705,2025-04-27,2025-06-04,2025-06-06,40
SKU-CRO-0005,StitchWorks India,110,846,2025-04-27,2025-06-22,2025-06-24,58
SKU-SHI-0013,UrbanWeave Co.,40,1227,2025-04-27,2025-06-02,2025-06-07,41
SKU-CRO-0014,Apex Fashions,48,756,2025-04-27,2025-06-18,2025-06-19,53
SKU-SHI-0015,Apex Fashions,54,940,2025-04-27,2025-06-01,2025-06-02,36
SKU-CRO-0019,StitchWorks India,64,726,2025-04-27,2025-06-16,2025-06-21,55
SKU-PAN-0020,WestCo Garments,40,1163,2025-04-27,2025-06-21,2025-06-23,57
SKU-JAC-0027,StitchWorks India,40,1871,2025-04-27,2025-05-28,2025-05-30,33
SKU-PAN-0028,Apex Fashions,64,1317,2025-04-27,2025-06-08,2025-06-10,44
SKU-TSH-0029,KnitCraft Studio,62,701,2025-04-27,2025-06-04,2025-06-07,41
SKU-JAC-0031,WestCo Garments,64,1800,2025-04-27,2025-06-12,2025-06-12,46
SKU-SHO-0033,KnitCraft Studio,56,758,2025-04-27,2025-06-13,2025-06-14,48
SKU-PAN-0034,UrbanWeave Co.,40,1051,2025-04-27,2025-06-20,2025-06-25,59
SKU-CRO-0035,Apex Fashions,40,721,2025-04-27,2025-06-03,2025-06-08,42
SKU-SHI-0036,WestCo Garments,40,998,2025-04-27,2025-06-16,2025-06-16,50
SKU-CRO-0042,KnitCraft Studio,49,653,2025-04-27,2025-06-03,2025-06-04,38
SKU-SHI-0052,StitchWorks India,40,1141,2025-04-27,2025-06-04,2025-06-06,40
SKU-JAC-0053,Apex Fashions,52,1660,2025-04-27,2025-06-22,2025-06-27,61
SKU-PAN-0002,Apex Fashions,202,982,2025-05-04,2025-06-04,2025-06-06,33
SKU-CRO-0007,Apex Fashions,89,818,2025-05-04,2025-06-18,2025-06-20,47
SKU-TSH-0012,UrbanWeave Co.,77,715,2025-05-04,2025-06-16,2025-06-19,46
SKU-SHI-0017,UrbanWeave Co.,63,842,2025-05-04,2025-06-24,2025-06-26,53
SKU-PAN-0021,Apex Fashions,64,1216,2025-05-04,2025-06-25,2025-06-25,52
SKU-SHO-0023,WestCo Garments,40,668,2025-05-04,2025-06-18,2025-06-18,45
SKU-SHI-0024,KnitCraft Studio,40,854,2025-05-04,2025-06-12,2025-06-12,39
SKU-JAC-0025,StitchWorks India,40,1639,2025-05-04,2025-06-26,2025-06-26,53
SKU-TSH-0032,WestCo Garments,42,627,2025-05-04,2025-06-08,2025-06-13,40
SKU-SHO-0040,WestCo Garments,60,711,2025-05-04,2025-06-10,2025-06-12,39
SKU-SHI-0045,UrbanWeave Co.,50,896,2025-05-04,2025-06-18,2025-06-20,47
SKU-CRO-0048,Apex Fashions,44,736,2025-05-04,2025-06-06,2025-06-07,34
SKU-SHI-0003,KnitCraft Studio,158,1004,2025-05-11,2025-06-15,2025-06-18,38
SKU-PAN-0022,KnitCraft Studio,40,1076,2025-05-11,2025-06-13,2025-06-13,33
SKU-CRO-0043,WestCo Garments,40,677,2025-05-11,2025-06-22,2025-06-22,42
SKU-JAC-0044,StitchWorks India,40,1860,2025-05-11,2025-06-29,2025-06-29,49
SKU-JAC-0055,Apex Fashions,60,1669,2025-05-11,2025-06-22,2025-06-25,45
SKU-TSH-0004,StitchWorks India,106,539,2025-05-18,2025-07-05,2025-07-05,48
SKU-SHI-0006,KnitCraft Studio,105,1097,2025-05-18,2025-07-08,2025-07-10,53
SKU-PAN-0008,StitchWorks India,55,1152,2025-05-18,2025-07-01,2025-07-02,45
SKU-PAN-0009,KnitCraft Studio,85,1008,2025-05-18,2025-06-26,2025-06-26,39
SKU-TSH-0010,WestCo Garments,60,782,2025-05-18,2025-07-05,2025-07-05,48
SKU-SHO-0011,WestCo Garments,74,761,2025-05-18,2025-06-28,2025-07-01,44
SKU-PAN-0016,KnitCraft Studio,65,970,2025-05-18,2025-06-22,2025-06-27,40
SKU-PAN-0018,Apex Fashions,74,1176,2025-05-18,2025-06-29,2025-06-29,42
SKU-PAN-0026,WestCo Garments,40,1332,2025-05-18,2025-07-12,2025-07-12,55
SKU-CRO-0030,WestCo Garments,40,621,2025-05-18,2025-06-27,2025-06-27,40
SKU-CRO-0037,StitchWorks India,40,657,2025-05-18,2025-06-30,2025-06-30,43
SKU-CRO-0038,WestCo Garments,40,1060,2025-05-18,2025-06-22,2025-06-22,35
SKU-SHO-0039,UrbanWeave Co.,40,809,2025-05-18,2025-07-08,2025-07-13,56
SKU-JAC-0046,StitchWorks India,56,1896,2025-05-18,2025-07-04,2025-07-04,47
SKU-PAN-0047,WestCo Garments,40,959,2025-05-18,2025-06-26,2025-06-27,40
SKU-SHI-0051,StitchWorks India,40,928,2025-05-18,2025-07-05,2025-07-08,51
SKU-SHI-0001,UrbanWeave Co.,409,705,2025-05-25,2025-06-29,2025-07-04,40
SKU-CRO-0005,StitchWorks India,120,846,2025-05-25,2025-06-27,2025-06-28,34
SKU-SHI-0013,UrbanWeave Co.,52,1227,2025-05-25,2025-07-17,2025-07-17,53
SKU-CRO-0014,Apex Fashions,63,756,2025-05-25,2025-07-15,2025-07-15,51
SKU-SHI-0015,Apex Fashions,40,940,2025-05-25,2025-06-30,2025-07-05,41
SKU-CRO-0019,StitchWorks India,40,726,2025-05-25,2025-07-14,2025-07-14,50
SKU-PAN-0020,WestCo Garments,40,1163,2025-05-25,2025-07-17,2025-07-22,58
SKU-JAC-0027,StitchWorks India,40,1871,2025-05-25,2025-07-11,2025-07-16,52
SKU-PAN-0028,Apex Fashions,40,1317,2025-05-25,2025-06-25,2025-06-25,31
SKU-TSH-0029,KnitCraft Studio,40,701,2025-05-25,2025-07-01,2025-07-04,40
SKU-JAC-0031,WestCo Garments,71,1800,2025-05-25,2025-07-04,2025-07-04,40
SKU-SHO-0033,KnitCraft Studio,40,758,2025-05-25,2025-07-04,2025-07-06,42
SKU-PAN-0034,UrbanWeave Co.,61,1051,2025-05-25,2025-06-25,2025-06-28,34
SKU-CRO-0035,Apex Fashions,40,721,2025-05-25,2025-06-30,2025-07-01,37
SKU-SHI-0036,WestCo Garments,40,998,2025-05-25,2025-07-10,2025-07-13,49
SKU-CRO-0042,KnitCraft Studio,41,653,2025-05-25,2025-06-23,2025-06-23,29
SKU-SHI-0052,StitchWorks India,40,1141,2025-05-25,2025-06-29,2025-06-30,36
SKU-JAC-0053,Apex Fashions,46,1660,2025-05-25,2025-06-28,2025-07-01,37
SKU-PAN-0002,Apex Fashions,198,982,2025-06-01,2025-07-16,2025-07-21,50
SKU-CRO-0007,Apex Fashions,108,818,2025-06-01,2025-07-05,2025-07-06,35
SKU-TSH-0012,UrbanWeave Co.,54,715,2025-06-01,2025-07-19,2025-07-22,51
SKU-SHI-0017,UrbanWeave Co.,40,842,2025-06-01,2025-07-25,2025-07-26,55
SKU-PAN-0021,Apex Fashions,41,1216,2025-06-01,2025-07-16,2025-07-21,50
SKU-SHO-0023,WestCo Garments,52,668,2025-06-01,2025-07-20,2025-07-25,54
SKU-SHI-0024,KnitCraft Studio,62,854,2025-06-01,2025-07-01,2025-07-01,30
SKU-JAC-0025,StitchWorks India,40,1639,2025-06-01,2025-07-06,2025-07-06,35
SKU-TSH-0032,WestCo Garments,52,627,2025-06-01,2025-07-21,2025-07-23,52
SKU-SHO-0040,WestCo Garments,40,711,2025-06-01,2025-07-13,2025-07-16,45
SKU-SHI-0045,UrbanWeave Co.,40,896,2025-06-01,2025-07-05,2025-07-05,34
SKU-CRO-0048,Apex Fashions,40,736,2025-06-01,2025-07-12,2025-07-15,44
SKU-SHI-0003,KnitCraft Studio,146,1004,2025-06-08,2025-07-11,2025-07-13,35
SKU-PAN-0022,KnitCraft Studio,46,1076,2025-06-08,2025-07-29,2025-08-03,56
SKU-CRO-0043,WestCo Garments,56,677,2025-06-08,2025-07-24,2025-07-27,49
SKU-JAC-0044,StitchWorks India,40,1860,2025-06-08,2025-07-13,2025-07-15,37
SKU-SHO-0050,UrbanWeave Co.,40,722,2025-06-08,2025-07-16,2025-07-16,38
SKU-SHI-0054,KnitCraft Studio,50,963,2025-06-08,2025-07-24,2025-07-25,47
SKU-TSH-0004,StitchWorks India,104,539,2025-06-15,2025-07-26,2025-07-27,42
SKU-SHI-0006,KnitCraft Studio,76,1097,2025-06-15,2025-07-25,2025-07-25,40
SKU-PAN-0008,StitchWorks India,86,1152,2025-06-15,2025-08-06,2025-08-06,52
SKU-PAN-0009,KnitCraft Studio,48,1008,2025-06-15,2025-07-16,2025-07-21,36
SKU-TSH-0010,WestCo Garments,78,782,2025-06-15,2025-07-17,2025-07-17,32
SKU-SHO-0011,WestCo Garments,40,761,2025-06-15,2025-08-03,2025-08-08,54
SKU-PAN-0016,KnitCraft Studio,40,970,2025-06-15,2025-08-10,2025-08-10,56
SKU-PAN-0018,Apex Fashions,40,1176,2025-06-15,2025-08-05,2025-08-05,51
SKU-PAN-0026,WestCo Garments,40,1332,2025-06-15,2025-07-24,2025-07-24,39
SKU-CRO-0030,WestCo Garments,40,621,2025-06-15,2025-07-23,2025-07-28,43
SKU-CRO-0037,StitchWorks India,44,657,2025-06-15,2025-08-05,2025-08-07,53
SKU-CRO-0038,WestCo Garments,40,1060,2025-06-15,2025-07-19,2025-07-21,36
SKU-SHO-0039,UrbanWeave Co.,49,809,2025-06-15,2025-08-09,2025-08-10,56
SKU-JAC-0046,StitchWorks India,40,1896,2025-06-15,2025-07-29,2025-07-31,46
SKU-PAN-0047,WestCo Garments,40,959,2025-06-15,2025-07-17,2025-07-22,37
SKU-SHI-0051,StitchWorks India,44,928,2025-06-15,2025-07-21,2025-07-26,41
SKU-SHI-0001,UrbanWeave Co.,304,705,2025-06-22,2025-07-20,2025-07-20,28
SKU-CRO-0005,StitchWorks India,70,846,2025-06-22,2025-07-23,2025-07-25,33
SKU-SHI-0013,UrbanWeave Co.,40,1227,2025-06-22,2025-08-02,2025-08-02,41
SKU-CRO-0014,Apex Fashions,60,756,2025-06-22,2025-08-03,2025-08-05,44
SKU-SHI-0015,Apex Fashions,70,940,2025-06-22,2025-08-16,2025-08-16,55
SKU-CRO-0019,StitchWorks India,40,726,2025-06-22,2025-07-20,2025-07-25,33
SKU-PAN-0020,WestCo Garments,52,1163,2025-06-22,2025-08-01,2025-08-03,42
SKU-JAC-0027,StitchWorks India,66,1871,2025-06-22,2025-08-11,2025-08-11,50
SKU-PAN-0028,Apex Fashions,52,1317,2025-06-22,2025-08-09,2025-08-09,48
SKU-TSH-0029,KnitCraft Studio,51,701,2025-06-22,2025-08-14,2025-08-14,53
SKU-JAC-0031,WestCo Garments,40,1800,2025-06-22,2025-08-11,2025-08-11,50
SKU-SHO-0033,KnitCraft Studio,56,758,2025-06-22,2025-08-04,2025-08-04,43
SKU-PAN-0034,UrbanWeave Co.,40,1051,2025-06-22,2025-07-24,2025-07-26,34
SKU-CRO-0035,Apex Fashions,40,721,2025-06-22,2025-07-28,2025-08-02,41
SKU-SHI-0036,WestCo Garments,42,998,2025-06-22,2025-08-10,2025-08-10,49
SKU-CRO-0042,KnitCraft Studio,40,653,2025-06-22,2025-08-04,2025-08-05,44
SKU-SHI-0052,StitchWorks India,48,1141,2025-06-22,2025-08-03,2025-08-06,45
SKU-JAC-0053,Apex Fashions,40,1660,2025-06-22,2025-08-16,2025-08-17,56
SKU-PAN-0002,Apex Fashions,168,982,2025-06-29,2025-08-23,2025-08-26,58
SKU-CRO-0007,Apex Fashions,92,818,2025-06-29,2025-08-09,2025-08-11,43
SKU-TSH-0012,UrbanWeave Co.,54,715,2025-06-29,2025-08-24,2025-08-24,56
SKU-SHI-0017,UrbanWeave Co.,58,842,2025-06-29,2025-08-02,2025-08-02,34
SKU-PAN-0021,Apex Fashions,44,1216,2025-06-29,2025-08-17,2025-08-18,50
SKU-SHO-0023,WestCo Garments,40,668,2025-06-29,2025-08-24,2025-08-25,57
SKU-SHI-0024,KnitCraft Studio,40,854,2025-06-29,2025-08-15,2025-08-16,48
SKU-JAC-0025,StitchWorks India,40,1639,2025-06-29,2025-08-20,2025-08-22,54
SKU-TSH-0032,WestCo Garments,40,627,2025-06-29,2025-07-28,2025-08-02,34
SKU-SHO-0040,WestCo Garments,46,711,2025-06-29,2025-08-06,2025-08-06,38
SKU-SHI-0045,UrbanWeave Co.,43,896,2025-06-29,2025-08-14,2025-08-14,46
SKU-CRO-0048,Apex Fashions,40,736,2025-06-29,2025-07-29,2025-08-01,33
SKU-SHI-0003,KnitCraft Studio,105,1004,2025-07-06,2025-08-08,2025-08-11,36
SKU-PAN-0022,KnitCraft Studio,40,1076,2025-07-06,2025-08-20,2025-08-22,47
SKU-CRO-0043,WestCo Garments,52,677,2025-07-06,2025-08-19,2025-08-20,45
SKU-JAC-0044,StitchWorks India,56,1860,2025-07-06,2025-08-10,2025-08-13,38
SKU-TSH-0049,Apex Fashions,48,559,2025-07-06,2025-08-14,2025-08-14,39
SKU-SHO-0050,UrbanWeave Co.,48,722,2025-07-06,2025-08-05,2025-08-08,33
SKU-SHI-0054,KnitCraft Studio,40,963,2025-07-06,2025-08-22,2025-08-23,48
SKU-TSH-0004,StitchWorks India,124,539,2025-07-13,2025-09-04,2025-09-04,53
SKU-SHI-0006,KnitCraft Studio,69,1097,2025-07-13,2025-08-22,2025-08-24,42
SKU-PAN-0008,StitchWorks India,43,1152,2025-07-13,2025-08-20,2025-08-20,38
SKU-PAN-0009,KnitCraft Studio,60,1008,2025-07-13,2025-08-18,2025-08-21,39
SKU-TSH-0010,WestCo Garments,54,782,2025-07-13,2025-08-12,2025-08-15,33
SKU-SHO-0011,WestCo Garments,75,761,2025-07-13,2025-09-06,2025-09-11,60
SKU-PAN-0016,KnitCraft Studio,68,970,2025-07-13,2025-08-29,2025-09-01,50
SKU-PAN-0018,Apex Fashions,58,1176,2025-07-13,2025-08-22,2025-08-23,41
SKU-PAN-0026,WestCo Garments,49,1332,2025-07-13,2025-08-25,2025-08-25,43
SKU-CRO-0030,WestCo Garments,54,621,2025-07-13,2025-08-20,2025-08-25,43
SKU-CRO-0037,StitchWorks India,50,657,2025-07-13,2025-08-26,2025-08-26,44
SKU-CRO-0038,WestCo Garments,40,1060,2025-07-13,2025-08-10,2025-08-15,33
SKU-SHO-0039,UrbanWeave Co.,48,809,2025-07-13,2025-08-16,2025-08-19,37
SKU-JAC-0046,StitchWorks India,60,1896,2025-07-13,2025-08-31,2025-08-31,49
SKU-PAN-0047,WestCo Garments,62,959,2025-07-13,2025-09-04,2025-09-04,53
SKU-SHI-0051,StitchWorks India,44,928,2025-07-13,2025-08-10,2025-08-12,30
SKU-JAC-0055,Apex Fashions,40,1669,2025-07-13,2025-09-02,2025-09-04,53
SKU-SHI-0001,UrbanWeave Co.,296,705,2025-07-20,2025-09-05,2025-09-05,47
