SKU,Category,Size,Units in stock,Units sold (last 7/30/60 days),Days of inventory left,Dead stock flag,date
SKU-TSH-0029,tshirts,M,93,1/4/4,697.5,N,2022-02-13
SKU-CRO-0030,croptops,XS,58,2/4/4,435.0,N,2022-02-13
SKU-JAC-0031,jackets,S,45,1/2/4,675.0,N,2022-02-13
SKU-TSH-0032,tshirts,XXL,91,0/5/6,546.0,N,2022-02-13
SKU-SHO-0033,shorts,XXL,116,0/3/4,999.0,N,2022-02-13
SKU-PAN-0034,pants,XL,63,0/1/3,999.0,N,2022-02-13
SKU-CRO-0035,croptops,XXL,45,0/8/8,168.8,N,2022-02-13
SKU-SHI-0036,shirts,L,124,3/3/6,999.0,N,2022-02-13
SKU-CRO-0037,croptops,M,112,1/4/4,840.0,N,2022-02-13
SKU-CRO-0038,croptops,L,44,1/2/3,660.0,N,2022-02-13
SKU-SHO-0039,shorts,M,110,0/3/5,999.0,N,2022-02-13
SKU-SHO-0040,shorts,M,124,0/3/3,999.0,N,2022-02-13
SKU-TSH-0041,tshirts,XXL,125,1/3/4,999.0,N,2022-02-13
SKU-CRO-0042,croptops,XL,122,1/3/3,999.0,N,2022-02-13
SKU-CRO-0043,croptops,XL,57,0/2/4,855.0,N,2022-02-13
SKU-JAC-0044,jackets,XL,105,0/2/3,999.0,N,2022-02-13
SKU-SHI-0045,shirts,L,107,0/1/3,999.0,N,2022-02-13
SKU-JAC-0046,jackets,XXL,125,0/4/5,937.5,N,2022-02-13
SKU-PAN-0047,pants,L,101,0/1/2,999.0,N,2022-02-13
SKU-CRO-0048,croptops,M,51,1/2/4,765.0,N,2022-02-13
SKU-TSH-0049,tshirts,M,121,0/3/5,999.0,N,2022-02-13
SKU-SHO-0050,shorts,XS,113,4/8/10,423.8,N,2022-02-13
SKU-SHI-0051,shirts,L,69,1/3/5,690.0,N,2022-02-13
SKU-SHI-0052,shirts,XL,77,0/1/1,999.0,N,2022-02-13
SKU-JAC-0053,jackets,M,69,0/1/3,999.0,N,2022-02-13
SKU-SHI-0054,shirts,XXL,75,0/1/3,999.0,N,2022-02-13
SKU-JAC-0055,jackets,L,110,0/1/1,999.0,N,2022-02-13
SKU-SHI-0001,shirts,XXL,0,28/164/284,0.0,N,2022-02-20
SKU-PAN-0002,pants,XXL,0,17/71/137,0.0,N,2022-02-20
SKU-SHI-0003,shirts,M,0,6/50/89,0.0,N,2022-02-20
SKU-TSH-0004,tshirts,XXL,55,8/33/65,50.0,N,2022-02-20
SKU-CRO-0005,croptops,M,18,2/19/38,28.4,N,2022-02-20
SKU-SHI-0006,shirts,M,60,2/18/35,100.0,N,2022-02-20
SKU-CRO-0007,croptops,L,71,3/17/30,125.3,N,2022-02-20
SKU-PAN-0008,pants,XL,102,3/21/33,145.7,N,2022-02-20
SKU-PAN-0009,pants,S,71,3/13/26,163.8,N,2022-02-20
SKU-TSH-0010,tshirts,M,53,5/23/33,69.1,N,2022-02-20
SKU-SHO-0011,shorts,L,108,1/9/14,360.0,N,2022-02-20
SKU-TSH-0012,tshirts,XL,42,1/9/16,140.0,N,2022-02-20
SKU-SHI-0013,shirts,XS,71,2/10/19,213.0,N,2022-02-20
SKU-CRO-0014,croptops,S,36,1/9/18,120.0,N,2022-02-20
SKU-SHI-0015,shirts,XXL,130,1/6/10,650.0,N,2022-02-20
SKU-PAN-0016,pants,XXL,113,2/9/14,376.7,N,2022-02-20
SKU-SHI-0017,shirts,M,69,2/9/13,230.0,N,2022-02-20
SKU-PAN-0018,pants,L,112,0/2/9,999.0,N,2022-02-20
SKU-CRO-0019,croptops,L,51,0/1/10,999.0,N,2022-02-20
SKU-PAN-0020,pants,S,77,2/8/14,288.8,N,2022-02-20
SKU-PAN-0021,pants,XL,75,0/6/10,375.0,N,2022-02-20
SKU-PAN-0022,pants,XS,100,2/6/6,500.0,N,2022-02-20
SKU-SHO-0023,shorts,L,114,2/10/14,342.0,N,2022-02-20
SKU-SHI-0024,shirts,L,52,3/7/11,222.9,N,2022-02-20
SKU-JAC-0025,jackets,S,81,0/8/14,303.8,N,2022-02-20
SKU-PAN-0026,pants,M,79,2/5/8,474.0,N,2022-02-20
SKU-JAC-0027,jackets,M,42,0/2/7,630.0,N,2022-02-20
SKU-PAN-0028,pants,S,99,0/4/8,742.5,N,2022-02-20
SKU-TSH-0029,tshirts,XXL,92,1/3/5,920.0,N,2022-02-20
SKU-CRO-0030,croptops,L,57,1/3/5,570.0,N,2022-02-20
SKU-JAC-0031,jackets,XL,44,1/3/5,440.0,N,2022-02-20
SKU-TSH-0032,tshirts,XL,91,0/1/6,999.0,N,2022-02-20
SKU-SHO-0033,shorts,XS,115,1/4/5,862.5,N,2022-02-20
SKU-PAN-0034,pants,L,63,0/1/3,999.0,N,2022-02-20
SKU-CRO-0035,croptops,XS,45,0/7/8,192.9,N,2022-02-20
SKU-SHI-0036,shirts,XXL,123,1/4/7,922.5,N,2022-02-20
SKU-CRO-0037,croptops,XS,112,0/4/4,840.0,N,2022-02-20
SKU-CRO-0038,croptops,M,42,2/3/5,420.0,N,2022-02-20
SKU-SHO-0039,shorts,XXL,109,1/3/6,999.0,N,2022-02-20
SKU-SHO-0040,shorts,S,124,0/1/3,999.0,N,2022-02-20
SKU-TSH-0041,tshirts,XS,124,1/4/5,930.0,N,2022-02-20
SKU-CRO-0042,croptops,M,122,0/2/3,999.0,N,2022-02-20
SKU-CRO-0043,croptops,XXL,56,1/2/5,840.0,N,2022-02-20
SKU-JAC-0044,jackets,M,105,0/1/3,999.0,N,2022-02-20
SKU-SHI-0045,shirts,L,107,0/1/3,999.0,N,2022-02-20
SKU-JAC-0046,jackets,XXL,125,0/4/5,937.5,N,2022-02-20
SKU-PAN-0047,pants,L,101,0/1/2,999.0,N,2022-02-20
SKU-CRO-0048,croptops,XL,50,1/3/5,500.0,N,2022-02-20
SKU-TSH-0049,tshirts,S,121,0/3/5,999.0,N,2022-02-20
SKU-SHO-0050,shorts,XXL,112,1/8/11,420.0,N,2022-02-20
SKU-SHI-0051,shirts,XXL,68,1/4/6,510.0,N,2022-02-20
SKU-SHI-0052,shirts,M,77,0/1/1,999.0,N,2022-02-20
SKU-JAC-0053,jackets,XL,69,0/0/3,999.0,N,2022-02-20
SKU-SHI-0054,shirts,M,75,0/1/3,999.0,N,2022-02-20
SKU-JAC-0055,jackets,XXL,109,1/2/2,999.0,N,2022-02-20
SKU-SHI-0001,shirts,XS,0,34/150/318,0.0,N,2022-02-27
SKU-PAN-0002,pants,M,0,10/64/147,0.0,N,2022-02-27
SKU-SHI-0003,shirts,M,0,9/44/98,0.0,N,2022-02-27
SKU-TSH-0004,tshirts,M,48,7/30/72,48.0,N,2022-02-27
SKU-CRO-0005,croptops,L,12,6/20/44,18.0,N,2022-02-27
SKU-SHI-0006,shirts,S,56,4/20/39,84.0,N,2022-02-27
SKU-CRO-0007,croptops,XL,69,2/16/32,129.4,N,2022-02-27
SKU-PAN-0008,pants,S,101,1/18/34,168.3,N,2022-02-27
SKU-PAN-0009,pants,XXL,69,2/15/28,138.0,N,2022-02-27
SKU-TSH-0010,tshirts,M,51,2/22/35,69.5,N,2022-02-27
SKU-SHO-0011,shorts,XS,106,2/11/16,289.1,N,2022-02-27
SKU-TSH-0012,tshirts,M,38,4/12/20,95.0,N,2022-02-27
SKU-SHI-0013,shirts,L,70,1/4/20,525.0,N,2022-02-27
SKU-CRO-0014,croptops,XS,35,1/8/19,131.2,N,2022-02-27
SKU-SHI-0015,shirts,L,128,2/7/12,548.6,N,2022-02-27
SKU-PAN-0016,pants,XXL,109,4/12/18,272.5,N,2022-02-27
SKU-SHI-0017,shirts,XS,69,0/6/13,345.0,N,2022-02-27
SKU-PAN-0018,pants,S,111,1/2/10,999.0,N,2022-02-27
SKU-CRO-0019,croptops,XXL,49,2/3/12,490.0,N,2022-02-27
SKU-PAN-0020,pants,L,76,1/6/15,380.0,N,2022-02-27
SKU-PAN-0021,pants,XL,73,2/7/12,312.9,N,2022-02-27
SKU-PAN-0022,pants,M,99,1/7/7,424.3,N,2022-02-27
SKU-SHO-0023,shorts,L,112,2/10/16,336.0,N,2022-02-27
SKU-SHI-0024,shirts,M,50,2/8/13,187.5,N,2022-02-27
SKU-JAC-0025,jackets,XS,79,2/7/16,338.6,N,2022-02-27
SKU-PAN-0026,pants,L,79,0/5/8,474.0,N,2022-02-27
SKU-JAC-0027,jackets,M,41,1/3/8,410.0,N,2022-02-27
SKU-PAN-0028,pants,L,98,1/5/9,588.0,N,2022-02-27
SKU-TSH-0029,tshirts,L,92,0/3/5,920.0,N,2022-02-27
SKU-CRO-0030,croptops,XL,55,2/5/7,330.0,N,2022-02-27
SKU-JAC-0031,jackets,L,42,2/5/7,252.0,N,2022-02-27
SKU-TSH-0032,tshirts,L,90,1/1/7,999.0,N,2022-02-27
SKU-SHO-0033,shorts,S,115,0/3/5,999.0,N,2022-02-27
SKU-PAN-0034,pants,M,62,1/1/4,999.0,N,2022-02-27
SKU-CRO-0035,croptops,L,43,2/8/10,161.2,N,2022-02-27
SKU-SHI-0036,shirts,L,123,0/4/7,922.5,N,2022-02-27
SKU-CRO-0037,croptops,XL,112,0/3/4,999.0,N,2022-02-27
SKU-CRO-0038,croptops,M,40,2/5/7,240.0,N,2022-02-27
SKU-SHO-0039,shorts,M,108,1/3/7,999.0,N,2022-02-27
SKU-SHO-0040,shorts,XS,123,1/2/4,999.0,N,2022-02-27
SKU-TSH-0041,tshirts,XS,123,1/4/6,922.5,N,2022-02-27
SKU-CRO-0042,croptops,S,122,0/1/3,999.0,N,2022-02-27
SKU-CRO-0043,croptops,XL,56,0/1/5,999.0,N,2022-02-27
SKU-JAC-0044,jackets,M,105,0/1/3,999.0,N,2022-02-27
SKU-SHI-0045,shirts,XL,106,1/2/4,999.0,N,2022-02-27
SKU-JAC-0046,jackets,S,123,2/4/7,922.5,N,2022-02-27
SKU-PAN-0047,pants,S,101,0/1/2,999.0,N,2022-02-27
SKU-CRO-0048,croptops,M,50,0/3/5,500.0,N,2022-02-27
SKU-TSH-0049,tshirts,XL,121,0/1/5,999.0,N,2022-02-27
SKU-SHO-0050,shorts,M,112,0/6/11,560.0,N,2022-02-27
SKU-SHI-0051,shirts,M,68,0/3/6,680.0,N,2022-02-27
SKU-SHI-0052,shirts,L,77,0/1/1,999.0,N,2022-02-27
SKU-JAC-0053,jackets,XS,68,1/1/4,999.0,N,2022-02-27
SKU-SHI-0054,shirts,XS,74,1/2/4,999.0,N,2022-02-27
SKU-JAC-0055,jackets,XL,109,0/1/2,999.0,N,2022-02-27
SKU-SHI-0001,shirts,XL,0,48/156/342,0.0,N,2022-03-06
SKU-PAN-0002,pants,S,0,14/63/146,0.0,N,2022-03-06
SKU-SHI-0003,shirts,XS,0,17/42/104,0.0,N,2022-03-06
SKU-TSH-0004,tshirts,XS,41,7/26/73,47.3,N,2022-03-06
SKU-CRO-0005,croptops,XXL,6,6/21/45,8.6,N,2022-03-06
SKU-SHI-0006,shirts,S,49,7/21/43,70.0,N,2022-03-06
SKU-CRO-0007,croptops,XS,62,7/20/38,93.0,N,2022-03-06
SKU-PAN-0008,pants,S,97,4/16/34,181.9,N,2022-03-06
SKU-PAN-0009,pants,XS,65,4/15/28,130.0,N,2022-03-06
SKU-TSH-0010,tshirts,M,44,7/23/39,57.4,N,2022-03-06
SKU-SHO-0011,shorts,S,105,1/8/17,393.8,N,2022-03-06
SKU-TSH-0012,tshirts,S,35,3/11/23,95.5,N,2022-03-06
SKU-SHI-0013,shirts,XS,69,1/4/21,517.5,N,2022-03-06
SKU-CRO-0014,croptops,S,32,3/8/19,120.0,N,2022-03-06
SKU-SHI-0015,shirts,S,126,2/9/14,420.0,N,2022-03-06
SKU-PAN-0016,pants,XXL,108,1/10/19,324.0,N,2022-03-06
SKU-SHI-0017,shirts,XL,69,0/5/11,414.0,N,2022-03-06
SKU-PAN-0018,pants,XS,106,5/7/14,454.3,N,2022-03-06
SKU-CRO-0019,croptops,L,47,2/5/12,282.0,N,2022-03-06
SKU-PAN-0020,pants,XS,75,1/6/15,375.0,N,2022-03-06
SKU-PAN-0021,pants,S,70,3/8/14,262.5,N,2022-03-06
SKU-PAN-0022,pants,L,96,3/8/10,360.0,N,2022-03-06
SKU-SHO-0023,shorts,M,111,1/6/16,555.0,N,2022-03-06
SKU-SHI-0024,shirts,S,47,3/11/16,128.2,N,2022-03-06
SKU-JAC-0025,jackets,M,77,2/8/17,288.8,N,2022-03-06
SKU-PAN-0026,pants,S,79,0/4/8,592.5,N,2022-03-06
SKU-JAC-0027,jackets,XL,41,0/2/7,615.0,N,2022-03-06
SKU-PAN-0028,pants,L,98,0/2/9,999.0,N,2022-03-06
SKU-TSH-0029,tshirts,L,90,2/4/7,675.0,N,2022-03-06
SKU-CRO-0030,croptops,M,54,1/6/8,270.0,N,2022-03-06
SKU-JAC-0031,jackets,XS,42,0/5/7,252.0,N,2022-03-06
SKU-TSH-0032,tshirts,XXL,89,1/2/7,999.0,N,2022-03-06
SKU-SHO-0033,shorts,S,114,1/3/6,999.0,N,2022-03-06
SKU-PAN-0034,pants,S,60,2/3/5,600.0,N,2022-03-06
SKU-CRO-0035,croptops,M,42,1/4/11,315.0,N,2022-03-06
SKU-SHI-0036,shirts,M,123,0/4/6,922.5,N,2022-03-06
SKU-CRO-0037,croptops,L,111,1/2/5,999.0,N,2022-03-06
SKU-CRO-0038,croptops,XL,40,0/5/7,240.0,N,2022-03-06
SKU-SHO-0039,shorts,XL,108,0/2/6,999.0,N,2022-03-06
SKU-SHO-0040,shorts,XXL,123,0/1/4,999.0,N,2022-03-06
SKU-TSH-0041,tshirts,XXL,121,2/5/8,726.0,N,2022-03-06
SKU-CRO-0042,croptops,L,121,1/2/4,999.0,N,2022-03-06
SKU-CRO-0043,croptops,XL,55,1/2/5,825.0,N,2022-03-06
SKU-JAC-0044,jackets,M,105,0/0/3,999.0,N,2022-03-06
SKU-SHI-0045,shirts,XL,106,0/1/3,999.0,N,2022-03-06
SKU-JAC-0046,jackets,L,123,0/2/7,999.0,N,2022-03-06
SKU-PAN-0047,pants,XL,100,1/1/3,999.0,N,2022-03-06
SKU-CRO-0048,croptops,XS,50,0/2/3,750.0,N,2022-03-06
SKU-TSH-0049,tshirts,L,120,1/1/6,999.0,N,2022-03-06
SKU-SHO-0050,shorts,XS,111,1/6/10,555.0,N,2022-03-06
SKU-SHI-0051,shirts,XS,67,1/3/7,670.0,N,2022-03-06
SKU-SHI-0052,shirts,XS,76,1/1/2,999.0,N,2022-03-06
SKU-JAC-0053,jackets,XS,67,1/2/3,999.0,N,2022-03-06
SKU-SHI-0054,shirts,XS,74,0/1/4,999.0,N,2022-03-06
SKU-JAC-0055,jackets,XS,107,2/3/4,999.0,N,2022-03-06
SKU-SHI-0001,shirts,S,0,43/163/353,0.0,N,2022-03-13
SKU-PAN-0002,pants,S,0,14/59/147,0.0,N,2022-03-13
SKU-SHI-0003,shirts,XL,0,16/50/108,0.0,N,2022-03-13
SKU-TSH-0004,tshirts,L,34,7/30/69,34.0,N,2022-03-13
SKU-CRO-0005,croptops,XS,1,5/20/45,1.5,N,2022-03-13
SKU-SHI-0006,shirts,M,45,4/18/40,75.0,N,2022-03-13
SKU-CRO-0007,croptops,M,59,3/18/37,98.3,N,2022-03-13
SKU-PAN-0008,pants,L,93,4/14/35,199.3,N,2022-03-13
SKU-PAN-0009,pants,M,61,4/13/28,140.8,N,2022-03-13
SKU-TSH-0010,tshirts,M,41,3/18/39,68.3,N,2022-03-13
SKU-SHO-0011,shorts,M,102,3/8/19,382.5,N,2022-03-13
SKU-TSH-0012,tshirts,XXL,32,3/12/25,80.0,N,2022-03-13
SKU-SHI-0013,shirts,XXL,68,1/5/20,408.0,N,2022-03-13
SKU-CRO-0014,croptops,XS,31,1/6/18,155.0,N,2022-03-13
SKU-SHI-0015,shirts,XL,124,2/7/13,531.4,N,2022-03-13
SKU-PAN-0016,pants,S,105,3/10/22,315.0,N,2022-03-13
SKU-SHI-0017,shirts,L,69,0/2/10,999.0,N,2022-03-13
SKU-PAN-0018,pants,S,105,1/7/13,450.0,N,2022-03-13
SKU-CRO-0019,croptops,M,43,4/8/15,161.2,N,2022-03-13
SKU-PAN-0020,pants,XXL,71,4/8/18,266.2,N,2022-03-13
SKU-PAN-0021,pants,M,68,2/9/15,226.7,N,2022-03-13
SKU-PAN-0022,pants,XS,96,0/7/10,411.4,N,2022-03-13
SKU-SHO-0023,shorts,L,110,1/6/15,550.0,N,2022-03-13
SKU-SHI-0024,shirts,L,47,0/9/15,156.7,N,2022-03-13
SKU-JAC-0025,jackets,XXL,74,3/7/20,317.1,N,2022-03-13
SKU-PAN-0026,pants,XL,78,1/3/7,780.0,N,2022-03-13
SKU-JAC-0027,jackets,XXL,41,0/2/7,615.0,N,2022-03-13
SKU-PAN-0028,pants,S,95,3/4/12,712.5,N,2022-03-13
SKU-TSH-0029,tshirts,XXL,88,2/5/9,528.0,N,2022-03-13
SKU-CRO-0030,croptops,XL,53,1/6/9,265.0,N,2022-03-13
SKU-JAC-0031,jackets,M,41,1/4/6,307.5,N,2022-03-13
SKU-TSH-0032,tshirts,XS,89,0/2/7,999.0,N,2022-03-13
SKU-SHO-0033,shorts,XS,114,0/2/5,999.0,N,2022-03-13
SKU-PAN-0034,pants,XL,60,0/3/4,600.0,N,2022-03-13
SKU-CRO-0035,croptops,XS,42,0/3/11,420.0,N,2022-03-13
SKU-SHI-0036,shirts,L,123,0/3/5,999.0,N,2022-03-13
SKU-CRO-0037,croptops,XXL,111,0/1/5,999.0,N,2022-03-13
SKU-CRO-0038,croptops,XS,39,1/5/7,234.0,N,2022-03-13
SKU-SHO-0039,shorts,XL,104,4/6/9,520.0,N,2022-03-13
SKU-SHO-0040,shorts,XXL,123,0/1/4,999.0,N,2022-03-13
SKU-TSH-0041,tshirts,XS,120,1/5/8,720.0,N,2022-03-13
SKU-CRO-0042,croptops,XXL,120,1/2/5,999.0,N,2022-03-13
SKU-CRO-0043,croptops,M,55,0/2/4,825.0,N,2022-03-13
SKU-JAC-0044,jackets,XXL,104,1/1/3,999.0,N,2022-03-13
SKU-SHI-0045,shirts,M,106,0/1/2,999.0,N,2022-03-13
SKU-JAC-0046,jackets,L,123,0/2/6,999.0,N,2022-03-13
SKU-PAN-0047,pants,XXL,100,0/1/2,999.0,N,2022-03-13
SKU-CRO-0048,croptops,XL,50,0/2/3,750.0,N,2022-03-13
SKU-TSH-0049,tshirts,S,119,1/2/5,999.0,N,2022-03-13
SKU-SHO-0050,shorts,XL,111,0/4/10,832.5,N,2022-03-13
SKU-SHI-0051,shirts,L,67,0/3/5,670.0,N,2022-03-13
SKU-SHI-0052,shirts,L,76,0/1/2,999.0,N,2022-03-13
SKU-JAC-0053,jackets,M,67,0/2/3,999.0,N,2022-03-13
SKU-SHI-0054,shirts,XS,74,0/1/3,999.0,N,2022-03-13
SKU-JAC-0055,jackets,XS,107,0/3/4,999.0,N,2022-03-13
SKU-SHI-0001,shirts,L,0,45/179/342,0.0,N,2022-03-20
SKU-PAN-0002,pants,XXL,0,22/65/141,0.0,N,2022-03-20
SKU-SHI-0003,shirts,M,0,17/60/112,0.0,N,2022-03-20
SKU-TSH-0004,tshirts,S,22,12/36/69,18.3,N,2022-03-20
SKU-CRO-0005,croptops,L,0,7/26/44,0.0,N,2022-03-20
SKU-SHI-0006,shirts,XXL,38,7/23/40,49.6,N,2022-03-20
SKU-CRO-0007,croptops,XS,57,2/15/33,114.0,N,2022-03-20
SKU-PAN-0008,pants,M,91,2/13/33,210.0,N,2022-03-20
SKU-PAN-0009,pants,XXL,59,2/12/28,147.5,N,2022-03-20
SKU-TSH-0010,tshirts,XS,36,5/18/42,60.0,N,2022-03-20
SKU-SHO-0011,shorts,XXL,97,5/11/21,264.5,N,2022-03-20
SKU-TSH-0012,tshirts,L,29,3/13/23,66.9,N,2022-03-20
SKU-SHI-0013,shirts,XS,61,7/10/21,183.0,N,2022-03-20
SKU-CRO-0014,croptops,S,26,5/10/19,78.0,N,2022-03-20
SKU-SHI-0015,shirts,XXL,121,3/9/15,403.3,N,2022-03-20
SKU-PAN-0016,pants,XXL,104,1/9/18,346.7,N,2022-03-20
SKU-SHI-0017,shirts,L,62,7/9/17,206.7,N,2022-03-20
SKU-PAN-0018,pants,S,103,2/9/14,343.3,N,2022-03-20
SKU-CRO-0019,croptops,XXL,42,1/9/12,140.0,N,2022-03-20
SKU-PAN-0020,pants,XXL,70,1/8/15,262.5,N,2022-03-20
SKU-PAN-0021,pants,XS,66,2/9/15,220.0,N,2022-03-20
SKU-PAN-0022,pants,XS,95,1/6/11,475.0,N,2022-03-20
SKU-SHO-0023,shorts,XS,108,2/7/16,462.9,N,2022-03-20
SKU-SHI-0024,shirts,XXL,45,2/7/15,192.9,N,2022-03-20
SKU-JAC-0025,jackets,L,71,3/10/19,213.0,N,2022-03-20
SKU-PAN-0026,pants,L,78,0/2/6,999.0,N,2022-03-20
SKU-JAC-0027,jackets,L,40,1/2/5,600.0,N,2022-03-20
SKU-PAN-0028,pants,XL,90,5/9/15,300.0,N,2022-03-20
SKU-TSH-0029,tshirts,S,87,1/5/9,522.0,N,2022-03-20
SKU-CRO-0030,croptops,XXL,53,0/4/7,397.5,N,2022-03-20
SKU-JAC-0031,jackets,S,41,0/3/6,410.0,N,2022-03-20
SKU-TSH-0032,tshirts,XXL,89,0/2/3,999.0,N,2022-03-20
SKU-SHO-0033,shorts,XXL,113,1/2/6,999.0,N,2022-03-20
SKU-PAN-0034,pants,XL,59,1/4/5,442.5,N,2022-03-20
SKU-CRO-0035,croptops,M,42,0/3/11,420.0,N,2022-03-20
SKU-SHI-0036,shirts,XS,122,1/1/5,999.0,N,2022-03-20
SKU-CRO-0037,croptops,S,111,0/1/5,999.0,N,2022-03-20
SKU-CRO-0038,croptops,L,35,4/8/10,131.2,N,2022-03-20
SKU-SHO-0039,shorts,XL,102,2/8/10,382.5,N,2022-03-20
SKU-SHO-0040,shorts,L,121,2/3/5,999.0,N,2022-03-20
SKU-TSH-0041,tshirts,XXL,120,0/4/8,900.0,N,2022-03-20
SKU-CRO-0042,croptops,S,120,0/2/4,999.0,N,2022-03-20
SKU-CRO-0043,croptops,M,53,2/3/5,530.0,N,2022-03-20
SKU-JAC-0044,jackets,XL,104,0/1/3,999.0,N,2022-03-20
SKU-SHI-0045,shirts,XS,104,2/3/4,999.0,N,2022-03-20
SKU-JAC-0046,jackets,S,123,0/2/6,999.0,N,2022-03-20
SKU-PAN-0047,pants,XS,100,0/1/2,999.0,N,2022-03-20
SKU-CRO-0048,croptops,XXL,50,0/1/3,999.0,N,2022-03-20
SKU-TSH-0049,tshirts,S,117,2/4/7,877.5,N,2022-03-20
SKU-SHO-0050,shorts,XXL,111,0/1/9,999.0,N,2022-03-20
SKU-SHI-0051,shirts,XL,66,1/2/6,990.0,N,2022-03-20
SKU-SHI-0052,shirts,XXL,76,0/1/2,999.0,N,2022-03-20
SKU-JAC-0053,jackets,XL,67,0/2/3,999.0,N,2022-03-20
SKU-SHI-0054,shirts,XL,74,0/1/2,999.0,N,2022-03-20
SKU-JAC-0055,jackets,M,107,0/2/4,999.0,N,2022-03-20
SKU-SHI-0001,shirts,XS,0,46/190/346,0.0,N,2022-03-27
SKU-PAN-0002,pants,S,0,20/70/138,0.0,N,2022-03-27
SKU-SHI-0003,shirts,M,0,12/64/110,0.0,N,2022-03-27
SKU-TSH-0004,tshirts,XL,16,6/36/65,13.3,N,2022-03-27
SKU-CRO-0005,croptops,S,0,7/27/46,0.0,N,2022-03-27
SKU-SHI-0006,shirts,M,33,5/23/43,43.0,N,2022-03-27
SKU-CRO-0007,croptops,XL,54,3/16/32,101.2,N,2022-03-27
SKU-PAN-0008,pants,S,88,3/13/33,203.1,N,2022-03-27
SKU-PAN-0009,pants,XS,55,4/14/29,117.9,N,2022-03-27
SKU-TSH-0010,tshirts,M,34,2/17/40,60.0,N,2022-03-27
SKU-SHO-0011,shorts,XL,94,3/12/23,235.0,N,2022-03-27
SKU-TSH-0012,tshirts,XL,25,4/15/25,50.0,N,2022-03-27
SKU-SHI-0013,shirts,M,56,5/14/21,120.0,N,2022-03-27
SKU-CRO-0014,croptops,XS,22,4/13/21,50.8,N,2022-03-27
SKU-SHI-0015,shirts,M,120,1/9/15,400.0,N,2022-03-27
SKU-PAN-0016,pants,L,101,3/9/20,336.7,N,2022-03-27
SKU-SHI-0017,shirts,XL,61,1/8/15,228.8,N,2022-03-27
SKU-PAN-0018,pants,XL,103,0/8/11,386.2,N,2022-03-27
SKU-CRO-0019,croptops,XXL,42,0/8/10,157.5,N,2022-03-27
SKU-PAN-0020,pants,XL,69,1/8/15,258.8,N,2022-03-27
SKU-PAN-0021,pants,M,64,2/10/16,192.0,N,2022-03-27
SKU-PAN-0022,pants,M,94,1/5/12,564.0,N,2022-03-27
SKU-SHO-0023,shorts,M,107,1/5/16,642.0,N,2022-03-27
SKU-SHI-0024,shirts,M,43,2/8/16,161.2,N,2022-03-27
SKU-JAC-0025,jackets,M,70,1/10/16,210.0,N,2022-03-27
SKU-PAN-0026,pants,XL,76,2/3/8,760.0,N,2022-03-27
SKU-JAC-0027,jackets,XXL,40,0/1/4,999.0,N,2022-03-27
SKU-PAN-0028,pants,L,89,1/9/14,296.7,N,2022-03-27
SKU-TSH-0029,tshirts,XL,86,1/6/9,430.0,N,2022-03-27
SKU-CRO-0030,croptops,M,50,3/6/10,250.0,N,2022-03-27
SKU-JAC-0031,jackets,M,40,1/3/7,400.0,N,2022-03-27
SKU-TSH-0032,tshirts,S,89,0/1/2,999.0,N,2022-03-27
SKU-SHO-0033,shorts,XL,112,1/3/6,999.0,N,2022-03-27
SKU-PAN-0034,pants,M,58,1/4/5,435.0,N,2022-03-27
SKU-CRO-0035,croptops,S,42,0/1/9,999.0,N,2022-03-27
SKU-SHI-0036,shirts,XS,122,0/1/5,999.0,N,2022-03-27
SKU-CRO-0037,croptops,L,111,0/1/4,999.0,N,2022-03-27
SKU-CRO-0038,croptops,XXL,34,1/7/11,145.7,N,2022-03-27
SKU-SHO-0039,shorts,L,102,0/6/9,510.0,N,2022-03-27
SKU-SHO-0040,shorts,XXL,121,0/3/4,999.0,N,2022-03-27
SKU-TSH-0041,tshirts,M,118,2/5/9,708.0,N,2022-03-27
SKU-CRO-0042,croptops,M,120,0/2/4,999.0,N,2022-03-27
SKU-CRO-0043,croptops,S,53,0/3/5,530.0,N,2022-03-27
SKU-JAC-0044,jackets,M,104,0/1/2,999.0,N,2022-03-27
SKU-SHI-0045,shirts,M,104,0/2/4,999.0,N,2022-03-27
SKU-JAC-0046,jackets,XS,120,3/3/7,999.0,N,2022-03-27
SKU-PAN-0047,pants,XS,100,0/1/2,999.0,N,2022-03-27
SKU-CRO-0048,croptops,M,50,0/0/3,999.0,N,2022-03-27
SKU-TSH-0049,tshirts,S,116,1/5/6,696.0,N,2022-03-27
SKU-SHO-0050,shorts,XS,110,1/2/9,999.0,N,2022-03-27
SKU-SHI-0051,shirts,S,66,0/2/5,990.0,N,2022-03-27
SKU-SHI-0052,shirts,S,75,1/2/3,999.0,N,2022-03-27
SKU-JAC-0053,jackets,L,67,0/1/2,999.0,N,2022-03-27
SKU-SHI-0054,shirts,XXL,74,0/1/2,999.0,N,2022-03-27
SKU-JAC-0055,jackets,S,106,1/3/4,999.0,N,2022-03-27
SKU-SHI-0001,shirts,XS,0,40/185/341,0.0,N,2022-04-03
SKU-PAN-0002,pants,M,0,12/75/133,0.0,N,2022-04-03
SKU-SHI-0003,shirts,L,0,19/70/109,0.0,N,2022-04-03
SKU-TSH-0004,tshirts,S,4,12/42/65,2.9,N,2022-04-03
